Org1,Org2,Edu1,Edu2,Edu3,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8
Software Engineering,System/Infrastructure integration &  Administration,Software Engineering,Other,Quality Assurance,Other,Other,Other,Other,Other,Other,Other,Other
Software Engineering,Other,Information System,Other,Other,Business System Analysis,Business System Analysis,Other,Other,Other,Other,Other,Other
Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other,Software Engineering,Software organization & Operating Systems,Data Structures and Algorithms,Data Structures and Algorithms,"Multimedia, Animation and Graphic Design",Quality Assurance,Software Engineering,Database
Software Engineering,Information Technology,Software Engineering,Information System,Mathematics of computing,Software organization & Operating Systems,Software Engineering,Other,Management,Software Engineering,Database,Other,Other
Other,Communication and Networks,Management,Other,Communication and Networks,Other,Other,Other,Other,Other,Other,"Multimedia, Animation and Graphic Design",Other
Other,Cyber & Information Security,E-Governance,Other,Other,Marketing,Other,Other,Marketing,Other,Other,Management,Other
Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Other,Other,Other,Computer Science,Other,Other,Computer Science,Other,Other,Other,Other,Other,Other
Other,Other,Bio-informatics,Other,Other,Other,Data Sience,Other,Other,Other,Other,Other,Other
Management,Software Engineering,Software Engineering,Computer Science,Other,Software Engineering,Software Engineering,Data Structures and Algorithms,Software Engineering,Software Engineering,Database,Software Engineering,Concurrent computing
Other,Quality Assurance,Software Engineering,Other,Other,Software Engineering,Quality Assurance,Software Engineering,Quality Assurance,Software Engineering,Quality Assurance,Software Engineering,Theory of computation
Business System Analysis,Marketing,Business System Analysis,Other,Other,Management,Management,Management,Marketing,Marketing,Management,Other,Other
Software Engineering,Software Engineering,Computer Science,Computer Science,Computer Science,Software Engineering,Software Engineering,Software Engineering,Other,Other,Other,Other,Other
Software Engineering,Other,Information Technology,Information Technology,Other,Other,Other,Software organization & Operating Systems,Software Engineering,Other,Other,Other,Other
Other,Software Engineering,Bio-informatics,Other,Other,Other,Software Engineering,Mathematics of computing,Software Engineering,Other,Other,Other,Other
Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
System/Infrastructure integration &  Administration,Other,Other,Other,Other,Software organization & Operating Systems,Other,Other,Management,Other,Software Engineering,Other,Other
Communication and Networks,Other,Information Technology,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Software Engineering,Software Engineering,Software Engineering,Other,Other,Database,Software Engineering,Database,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering
Bio-informatics,Other,Bio-informatics,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Other,Other,Other,Information System,Other,Other,Other,Business System Analysis,Database,Other,Software Engineering,Software Engineering,Other
Communication and Networks,Management,Other,Other,Other,Other,Management,Communication and Networks,Communication and Networks,Other,Other,Other,Other
Other,Other,Computer Hardware,Other,Other,Other,Software Engineering,Other,Other,Other,Other,Other,Other
Business System Analysis,Business System Analysis,Computer Science,Theory of computation,Other,Other,Communication and Networks,Management,Other,Management,Management,Other,Other
Other,Software Engineering,Other,Other,Other,Communication and Networks,Cloud Computing,Other,Communication and Networks,Computer Hardware,Other,Other,Other
Communication and Networks,Mathematics of computing,Mathematics of computing,Mathematics of computing,Mathematics of computing,Mathematics of computing,Applied computing,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other,Other
Marketing,Other,Other,Other,Other,Marketing,Marketing,Other,Other,Other,Other,Other,Other
Software Engineering,Software Engineering,Information Technology,Other,Other,Other,Other,Other,Other,Database,Software Engineering,Software Engineering,Software Engineering
Other,Other,"Multimedia, Animation and Graphic Design","Multimedia, Animation and Graphic Design",GIS,Artificial Intelligence,Mathematics of computing,Artificial Intelligence,"Multimedia, Animation and Graphic Design",Artificial Intelligence,GIS,Software Engineering,Other
Other,Other,Other,Other,Other,Other,Mathematics of computing,Other,Other,Other,Other,Other,Other
Quality Assurance,Software Engineering,Software Engineering,Other,Mathematics of computing,Software Engineering,Software Engineering,Quality Assurance,Business System Analysis,Quality Assurance,Quality Assurance,Other,Software Engineering
Other,Other,Other,Other,Other,Other,Other,Computer Hardware,Other,Management,Marketing,Software Engineering,Software Engineering
Software Engineering,Software Engineering,Computer Science,Computer Science,Other,Software Engineering,Database,Software Engineering,Other,Software Engineering,Database,Software Engineering,Software Engineering
Other,Other,Computer Science,Computer Science,Computer Science,Communication and Networks,Computer systems organization,Software Engineering,Concurrent computing,Software Engineering,Communication and Networks,Software organization & Operating Systems,Database
Data Structures and Algorithms,Software Engineering,Computer Science,Computer Science,Mathematics of computing,Software Engineering,Software Engineering,Concurrent computing,Cyber & Information Security,Computer Science,Data Structures and Algorithms,Artificial Intelligence,Management
Other,Other,Information Technology,Other,Other,Communication and Networks,"Multimedia, Animation and Graphic Design",Management,Communication and Networks,Software Engineering,Cyber & Information Security,Other,Other
Other,Mathematics of computing,Big Data,Other,Other,Data Sience,Software Engineering,Mathematics of computing,Data Structures and Algorithms,Data Sience,Big Data,Mathematics of computing,Database
Other,Other,Information System,Computer Science,Other,Software Engineering,Software Engineering,Other,Other,Software Engineering,Database,Software Engineering,Computer Hardware
